,BAC US Equity,CVX US Equity,CSCO US Equity,COP US Equity,GE US Equity,GS US Equity,JPM US Equity,JNJ US Equity,MSFT US Equity,PEP US Equity,PG US Equity,SLB US Equity,GOOGL US Equity,III LN Equity,AHT LN Equity,ABF LN Equity,AZN LN Equity,BAB LN Equity,BATS LN Equity,CCL LN Equity,DCC LN Equity,EXPN LN Equity,GLEN LN Equity,IAG LN Equity,LLOY LN Equity,MERL LN Equity,PSN LN Equity,PFG LN Equity,PRU LN Equity,REL LN Equity,RIO LN Equity,SDR LN Equity,ULVR LN Equity,VOD LN Equity,WPP LN Equity,BRFS US Equity,UGP US Equity,GGB US Equity,BAK US Equity,FBR US Equity,GOL US Equity,GFA US Equity,2388 HK Equity,1 HK Equity,939 HK Equity
2017-01-10,22.94,114.96,30.38,49.66,31.37,242.57,86.43,116.16,62.62,101.97,83.49,84.6,826.01,716,1601,2664,4660,952.5,4672,4298,6095,1579,307.2,478.8,66.58,469.5,1989,2887,1580,1451,3293.5,3037,3335,210.25,1878,14.38,21.26,3.72,22.25,9.76,16.33,1.31,29,90.95,5.9
2017-01-11,23.07,115.93,30.15,51.22,31.47,245.76,87.08,114.73,63.19,101.81,83.75,85.66,829.86,720,1620,2698,4577,939,4713,4314,6150,1583,310,481.1,66.34,471,1981,2885,1590.5,1452,3346,3035,3353,213.1,1879,14.59,21.39,3.96,22.82,9.96,16.99,1.37,29.15,92.25,5.94
2017-01-12,22.92,116.16,30.04,50.15,31.39,243.84,86.24,114.62,62.61,101.84,83.84,85.33,829.53,717.5,1596,2576,4555.5,946.5,4705,4215,6115,1597,312.5,479.2,66.03,472.1,1970,2849,1590,1461,3404.5,3008,3371,214.35,1868,14.82,21.22,4.01,22.84,9.84,17.97,1.4,28.7,91.6,5.91
2017-01-13,23.01,116.38,30.07,50.59,31.36,244.3,86.7,114.6,62.7,101.55,84.01,84.82,830.94,725,1600,2580,4609,954,4729.5,4242,6120,1601,316.7,488.7,66.04,479,1997,2844,1612.5,1464,3417.5,3047,3383,214.7,1888,14.21,20.86,4.05,22.06,9.65,17.6,1.44,29.3,92.05,5.87
2017-01-14,23.01,116.38,30.07,50.59,31.36,244.3,86.7,114.6,62.7,101.55,84.01,84.82,830.94,725,1600,2580,4609,954,4729.5,4242,6120,1601,316.7,488.7,66.04,479,1997,2844,1612.5,1464,3417.5,3047,3383,214.7,1888,14.21,20.86,4.05,22.06,9.65,17.6,1.44,29.3,92.05,5.87
2017-01-15,23.01,116.38,30.07,50.59,31.36,244.3,86.7,114.6,62.7,101.55,84.01,84.82,830.94,725,1600,2580,4609,954,4729.5,4242,6120,1601,316.7,488.7,66.04,479,1997,2844,1612.5,1464,3417.5,3047,3383,214.7,1888,14.21,20.86,4.05,22.06,9.65,17.6,1.44,29.3,92.05,5.87
2017-01-16,23.01,116.38,30.07,50.59,31.36,244.3,86.7,114.6,62.7,101.55,84.01,84.82,830.94,723,1614,2579,4575.5,942,4762.5,4262,6110,1612,321.9,481.9,64.69,474.4,1968,2866,1578,1471,3488,3035,3402.5,210.5,1892,14.21,20.86,4.05,22.06,9.65,17.6,1.44,29.35,90.6,5.8
2017-01-17,22.05,116.28,29.99,50.15,31.27,235.74,83.55,114.87,62.53,102.19,85.21,86.43,827.46,721.5,1589,2574,4530.5,954.5,4580,4113,6095,1578,315.2,491.5,65.45,473.9,1995,2836,1569.5,1441,3410.5,3033,3320.5,207.65,1863,14.46,20.72,4.03,21.93,9.75,17.17,1.49,29.5,90.4,5.79
2017-01-18,22.63,115.94,30.03,50.27,31.23,234.29,83.94,114.7,62.5,102.74,84.93,87.48,829.02,717,1593,2580,4580.5,950,4634,4172,6125,1551,317.8,489.8,65.19,481.3,1974,2851,1553,1426,3499,3020,3355.5,207.6,1858,14,20.37,3.86,21.8,9.72,16.61,1.49,30.4,91.7,5.85
2017-01-19,22.53,115.58,29.98,49.86,31.21,231.41,83.3,114.2,62.3,102.36,84.7,87.2,824.37,711,1570,2585,4468.5,934,4734,4180,6045,1534,316.1,490.4,64.74,480.7,1955,2821,1552,1421,3458.5,2982,3340.5,206.1,1851,14.2,20.73,3.78,21.66,10.19,16.5,1.44,30.4,91.2,5.85
2017-01-20,22.64,115.6,30.1,50.73,30.53,232.2,83.67,114.15,62.74,103.24,87.45,86.49,828.17,708,1575,2522,4318.5,935.5,4760,4168,6065,1539,318.35,493.4,65.07,481.4,1932,2782,1548.5,1425,3450,2987,3361,206.05,1843,14.53,21.1,3.83,22.02,9.99,17.87,1.53,30.4,91.7,5.79
2017-01-21,22.64,115.6,30.1,50.73,30.53,232.2,83.67,114.15,62.74,103.24,87.45,86.49,828.17,708,1575,2522,4318.5,935.5,4760,4168,6065,1539,318.35,493.4,65.07,481.4,1932,2782,1548.5,1425,3450,2987,3361,206.05,1843,14.53,21.1,3.83,22.02,9.99,17.87,1.53,30.4,91.7,5.79
2017-01-22,22.64,115.6,30.1,50.73,30.53,232.2,83.67,114.15,62.74,103.24,87.45,86.49,828.17,708,1575,2522,4318.5,935.5,4760,4168,6065,1539,318.35,493.4,65.07,481.4,1932,2782,1548.5,1425,3450,2987,3361,206.05,1843,14.53,21.1,3.83,22.02,9.99,17.87,1.53,30.4,91.7,5.79
2017-01-23,22.56,115.39,30.27,49.94,29.75,232.67,83.71,113.91,62.96,104.01,86.96,84.27,844.43,701.5,1565,2523,4255.5,932.5,4767,4105,6065,1534,320.4,491.1,64.4,480,1944,2779,1538,1420,3474.5,2981,3349,203.2,1843,14.89,21.25,4.02,22.44,9.97,18.26,1.58,30.4,91.4,5.8
2017-01-24,22.95,116.37,30.6,50.27,30,233.68,84.72,111.76,63.52,104.71,87.86,84.58,849.53,700,1564,2485,4215,914.5,4800,4175,6120,1539,326.9,488.9,64.2,478.7,1921,2759,1555,1413,3615,2989,3353,199.35,1854,14.81,21.11,3.94,21.84,10.07,18.88,1.56,30.45,92.3,5.73
2017-01-25,23.37,117.24,30.7,50.69,30.37,237.25,86.03,112.8,63.68,104.61,87.16,85.51,858.45,694,1594,2463,4262.5,912,4894,4233,6090,1545,327,496.8,65.54,485.9,1897,2742,1578.5,1410,3575,3006,3348.5,192.9,1853,15.14,21.5,3.95,22.05,10.2,18.96,1.59,30.6,91.65,5.72
2017-01-26,23.44,116.55,30.74,50.63,30.32,239.58,86.75,111.84,64.27,104.14,86.6,84.88,856.98,697,1649,2392,4298,901.5,4929.5,4340,6070,1532,320.45,491.2,66.17,481.7,1886,2678,1586.5,1398,3533.5,2947,3191,192.5,1847,14.42,21.26,3.92,21.54,10.13,18.47,1.55,31.2,92.3,5.84
2017-01-27,23.36,113.79,30.98,49.43,30.01,236.95,86.93,113.38,65.78,103.48,86.72,84.5,845.03,698,1639,2429,4239,897,4920.5,4340,6190,1549,327.35,497.9,65.87,483.4,1917,2694,1577,1412,3567.5,2923,3233.5,193.35,1878,14.41,21.29,3.95,21.82,10,19.25,1.55,31.2,93.45,5.8
2017-01-28,23.36,113.79,30.98,49.43,30.01,236.95,86.93,113.38,65.78,103.48,86.72,84.5,845.03,698,1639,2429,4239,897,4920.5,4340,6190,1549,327.35,497.9,65.87,483.4,1917,2694,1577,1412,3567.5,2923,3233.5,193.35,1878,14.41,21.29,3.95,21.82,10,19.25,1.55,31.2,93.45,5.8
2017-01-29,23.36,113.79,30.98,49.43,30.01,236.95,86.93,113.38,65.78,103.48,86.72,84.5,845.03,698,1639,2429,4239,897,4920.5,4340,6190,1549,327.35,497.9,65.87,483.4,1917,2694,1577,1412,3567.5,2923,3233.5,193.35,1878,14.41,21.29,3.95,21.82,10,19.25,1.55,31.2,93.45,5.8
2017-01-30,22.95,111.82,30.83,47.48,29.96,233.9,86.03,113.13,65.13,103.69,86.75,83.61,823.83,693.5,1601,2431,4260.5,892,4896.5,4324,6320,1547,321.55,485.4,64.91,484.2,1920,2688,1550,1421,3501,2901,3224,195.95,1877,14.11,21.03,3.85,21.07,9.99,19.95,1.48,31.2,93.45,5.8
2017-01-31,22.64,111.35,30.72,48.76,29.7,229.32,84.63,113.25,64.65,103.78,87.6,83.71,820.19,700,1606,2386,4194,893,4899.5,4238,6395,1529,326.45,476.7,64.93,477.1,1929,2725,1532,1423,3491,2934,3227.5,194.35,1844,14.13,20.94,3.83,20.69,9.22,19.83,1.53,31.2,93.45,5.8
2017-02-01,22.89,111,30.5,48.5,29.69,230.67,84.95,113.23,63.58,103.01,87.33,83.17,815.24,708,1628,2361,4247,890,4865.5,4243,6300,1532,326.65,486.6,65.42,474.6,1951,2642,1557.5,1415,3519.5,2942,3203.5,193,1836,14,20.6,3.96,20.63,9.05,19.66,1.65,30.9,92.2,5.8
2017-02-02,22.72,112.21,31.18,48.69,29.68,230.41,84.59,113.57,63.17,104.03,87.76,82.44,818.26,692.5,1619,2376,4272.5,890.5,4910,4268,6295,1553,325,483.4,64.89,477.8,1965,2642,1552.5,1438,3515,2920,3247.5,193.2,1839,14.28,20.85,4.04,20.64,8.77,20.4,1.62,30.85,92,5.77
2017-02-03,23.29,113.57,31.32,50.43,29.7,240.95,87.18,113.64,63.68,105.11,87.41,82.5,820.13,695,1622,2407,4358,888,4963,4288,6420,1555,309.5,484.7,65.85,481.4,1971,2657,1600.5,1442,3390.5,2958,3268.5,194.1,1846,14.3,21.32,4.03,19.86,8.67,19.98,1.65,30.45,91.75,5.76
2017-02-04,23.29,113.57,31.32,50.43,29.7,240.95,87.18,113.64,63.68,105.11,87.41,82.5,820.13,695,1622,2407,4358,888,4963,4288,6420,1555,309.5,484.7,65.85,481.4,1971,2657,1600.5,1442,3390.5,2958,3268.5,194.1,1846,14.3,21.32,4.03,19.86,8.67,19.98,1.65,30.45,91.75,5.76
2017-02-05,23.29,113.57,31.32,50.43,29.7,240.95,87.18,113.64,63.68,105.11,87.41,82.5,820.13,695,1622,2407,4358,888,4963,4288,6420,1555,309.5,484.7,65.85,481.4,1971,2657,1600.5,1442,3390.5,2958,3268.5,194.1,1846,14.3,21.32,4.03,19.86,8.67,19.98,1.65,30.45,91.75,5.76
2017-02-06,23.12,112.98,31.3,50.09,29.66,239.98,86.77,113.4,63.64,104.57,87.4,81.69,821.62,694,1641,2399,4387.5,889,4985,4311,6375,1558,310.8,474.3,66.06,480,1938,2676,1583.5,1444,3385,2937,3263,192.85,1831,13.92,21.07,3.96,20.14,8.56,19.62,1.64,31,91.65,5.8
2017-02-07,22.9,111.39,31.45,49.42,29.56,239.62,86.72,113.48,63.43,105.61,88.01,81.07,829.23,708.5,1633,2448,4449.5,888.5,4981.5,4302,6735,1560,317.85,472.6,66.13,480.5,1957,2723,1584,1459,3435,2986,3289,192.45,1838,13.92,20.99,3.88,20.89,8.62,19.66,1.58,30.6,91.6,5.8
2017-02-08,22.67,111.58,31.27,49.6,29.43,237.73,85.96,113.4,63.34,105.69,88.33,81.12,829.88,715.5,1622,2497,4484.5,878,5025,4308,6765,1560,312.1,480.3,65.58,485.8,2016,2719,1567.5,1455,3377.5,2992,3343,195.9,1857,13.89,21.4,3.93,21.61,8.67,20.19,1.65,31.65,91.35,5.85
2017-02-09,23.12,112.26,31.5,49.81,29.59,241.55,87.2,114.08,64.06,105.97,88.67,81.21,830.06,720.5,1623,2490,4575,880,5021,4298,6775,1564,312.2,489.2,66.14,485.5,1988,2773,1600.5,1466,3382,3028,3330,199.1,1859,13.58,21.37,3.98,21.48,8.55,21.18,1.61,31,91.2,5.92
2017-02-10,23.08,113.05,31.51,50.14,29.72,242.72,87,115.24,64,106.1,87.97,82.16,834.85,714.5,1644,2500,4626.5,881,5008,4336,6790,1565,320.75,487,65.64,486.4,1976,2779,1620.5,1469,3572.5,3041,3310.5,197.7,1875,13.88,21.59,4.12,21.74,8.58,22.27,1.64,31,91.5,5.91
2017-02-11,23.08,113.05,31.51,50.14,29.72,242.72,87,115.24,64,106.1,87.97,82.16,834.85,714.5,1644,2500,4626.5,881,5008,4336,6790,1565,320.75,487,65.64,486.4,1976,2779,1620.5,1469,3572.5,3041,3310.5,197.7,1875,13.88,21.59,4.12,21.74,8.58,22.27,1.64,31,91.5,5.91
2017-02-12,23.08,113.05,31.51,50.14,29.72,242.72,87,115.24,64,106.1,87.97,82.16,834.85,714.5,1644,2500,4626.5,881,5008,4336,6790,1565,320.75,487,65.64,486.4,1976,2779,1620.5,1469,3572.5,3041,3310.5,197.7,1875,13.88,21.59,4.12,21.74,8.58,22.27,1.64,31,91.5,5.91
2017-02-13,23.4,113.91,31.97,49.7,30.04,246.27,88.15,115.88,64.72,106.52,88.31,81.82,838.96,714.5,1655,2540,4650.5,901,4992,4353,6850,1568,328.95,494.3,65.85,485.3,1991,2768,1622,1471,3679.5,3065,3299,196.2,1901,13.75,21.54,4.22,21.73,8.77,22.78,1.63,31.15,91.7,5.95
2017-02-14,24.06,112.52,32.31,50.14,30.28,249.46,89.56,116.36,64.57,106.92,87.86,82.46,840.03,714,1666,2524,4626,900,4930,4371,6830,1565,326.4,503,66.49,487.2,2012,2782,1618,1463,3640,3069,3285.5,196.05,1887,14.06,21.62,4.23,22,8.82,23.6,1.61,31.3,93.15,5.97
2017-02-15,24.58,112.57,32.82,49.36,30.35,250.54,90.59,117.2,64.53,106.73,91.12,81.75,837.32,719.5,1708,2527,4684,902.5,4964.5,4354,6820,1577,326.55,503.5,67.47,488.8,2021,2790,1637,1468,3654.5,3062,3312.5,197.25,1891,14.39,22.49,4.28,21.44,9.08,25.33,1.62,31.45,93.1,6.27
2017-02-16,24.58,110.68,33.6,48.34,30.45,249.44,90.53,118.08,64.52,108.12,90.79,81.13,842.17,720,1712,2568,4524.5,898.5,4976.5,4326,6800,1597,324.5,506.5,67.25,489.2,2012,2771,1629.5,1471,3647,3045,3347.5,198.3,1890,14.17,22.25,4.33,21.49,8.85,26.21,1.62,31.6,92.8,6.45
2017-02-17,24.52,110.33,33.74,47.51,30.37,250.38,90.23,118.86,64.62,108.15,91.09,80.65,846.55,720,1704,2609,4595,895.5,5004,4303,6780,1608,319.45,513,66.86,489.8,2011,2788,1614,1484,3599.5,3069,3797,198,1900,13.8,21.96,4.27,21.4,9.11,28.55,1.6,31.4,93.3,6.35
2017-02-18,24.52,110.33,33.74,47.51,30.37,250.38,90.23,118.86,64.62,108.15,91.09,80.65,846.55,720,1704,2609,4595,895.5,5004,4303,6780,1608,319.45,513,66.86,489.8,2011,2788,1614,1484,3599.5,3069,3797,198,1900,13.8,21.96,4.27,21.4,9.11,28.55,1.6,31.4,93.3,6.35
2017-02-19,24.52,110.33,33.74,47.51,30.37,250.38,90.23,118.86,64.62,108.15,91.09,80.65,846.55,720,1704,2609,4595,895.5,5004,4303,6780,1608,319.45,513,66.86,489.8,2011,2788,1614,1484,3599.5,3069,3797,198,1900,13.8,21.96,4.27,21.4,9.11,28.55,1.6,31.4,93.3,6.35
2017-02-20,24.52,110.33,33.74,47.51,30.37,250.38,90.23,118.86,64.62,108.15,91.09,80.65,846.55,718,1703,2567,4570,905.5,4982.5,4340,6800,1608,327,510.5,67.35,501.5,2002,2792,1636,1483,3646,3078,3548,198.5,1889,13.8,21.96,4.27,21.4,9.11,28.55,1.6,31.55,92.8,6.35
2017-02-21,24.78,111.72,34.13,48.13,30.52,251.76,91.01,119.66,64.49,109.36,91.67,80.68,849.27,710,1723,2584,4562,899.5,4993,4300,6795,1587,328.15,510.5,66.77,497.1,2023,2799,1621.5,1472,3645.5,3060,3586.5,200.65,1880,13.4,22.01,4.36,22.06,9,27.68,1.61,31.4,93.1,6.3
2017-02-22,24.79,110.38,34.09,47.1,30.33,251.73,91.06,119.52,64.36,109.41,91.44,79.7,851.36,708.5,1710,2618,4556,888,5000,4285,6830,1602,325.75,506.5,69.7,498.9,2026,2832,1623.5,1479,3608,3049,3791,201.75,1880,13.24,22.12,4.22,22.19,9.02,29.31,1.56,31.6,93.25,6.45
2017-02-23,24.58,111.02,34.04,47.3,30.02,251.19,91.13,121.7,64.62,109.54,91.13,80.47,851,704,1683,2610,4600.5,875,5060,4358,6820,1593,331.35,504.5,69.55,504.5,2010,2891,1615,1497,3418,3046,3768.5,202.25,1872,13.28,21.79,4.14,21.49,8.73,28.81,1.5,31.5,92.5,6.46
2017-02-24,24.23,110.12,34.32,47.04,30.19,247.35,90.33,122.73,64.62,109.83,91.05,80.15,847.81,687.5,1635,2611,4609,884,5070,4346,6805,1593,327.5,527,69.28,498.3,2025,2920,1609,1494,3315.5,3008,3773,202.85,1872,13.06,21,4.1,20.68,8.52,27.12,1.42,31.05,94.5,6.41
2017-02-25,24.23,110.12,34.32,47.04,30.19,247.35,90.33,122.73,64.62,109.83,91.05,80.15,847.81,687.5,1635,2611,4609,884,5070,4346,6805,1593,327.5,527,69.28,498.3,2025,2920,1609,1494,3315.5,3008,3773,202.85,1872,13.06,21,4.1,20.68,8.52,27.12,1.42,31.05,94.5,6.41
2017-02-26,24.23,110.12,34.32,47.04,30.19,247.35,90.33,122.73,64.62,109.83,91.05,80.15,847.81,687.5,1635,2611,4609,884,5070,4346,6805,1593,327.5,527,69.28,498.3,2025,2920,1609,1494,3315.5,3008,3773,202.85,1872,13.06,21,4.1,20.68,8.52,27.12,1.42,31.05,94.5,6.41
2017-02-27,24.57,111.75,34.26,47.36,29.94,249.33,90.43,122.4,64.23,109.27,90.89,81.06,849.67,689,1649,2587,4608.5,885,5092,4359,6845,1601,325.7,524,69.2,495.8,2030,2922,1614,1502,3340.5,3026,3831,201.5,1890,13.14,20.97,4.22,20.63,8.64,28.19,1.46,31,96.3,6.36
2017-02-28,24.68,112.5,34.18,47.57,29.81,248.06,90.62,122.21,63.98,110.38,91.07,80.36,844.93,688.5,1656,2619,4644,948,5080,4399,6865,1597,322.05,537,68.67,492,2061,2920,1607.5,1505,3297,3073,3819,201.9,1897,12.99,20.75,4.07,20.61,8.55,27.74,1.4,30.7,95.9,6.39
2017-03-01,25.5,113.88,34.44,49.05,30.19,252.71,93.6,123.86,64.94,109.73,91.66,82.27,856.75,710,1751,2618,4676.5,936.5,5161,4454,6860,1619,337.75,550,68.84,497.3,2150,2952,1648,1520,3406,3126,3864.5,202.55,1921,12.96,20.78,4.24,21.16,8.42,29.81,1.48,31.1,96.3,6.34
2017-03-02,25.23,113.36,34.39,48.21,30.19,251.06,92.14,123.63,64.01,110.11,90.91,80.95,849.85,695.5,1725,2587,4747,933,5155,4453,6990,1623,335.9,543.5,68.91,482,2108,2930,1633,1535,3354.5,3050,3858,202.5,1911,12.45,20.14,4.11,20.59,8.33,28.52,1.43,31.1,96.2,6.26
2017-03-03,25.44,113.55,34.29,47.82,30.12,252.89,92.8,123.79,64.25,110.56,90.5,80.7,849.08,702,1721,2596,4780.5,921.5,5107,4411,7010,1614,338.25,543.5,68.42,488.1,2080,2947,1648.5,1532,3340,3071,3859.5,202.2,1759,12.88,20.72,4.24,20.49,8.55,28.88,1.47,31.2,95.35,6.15
2017-03-04,25.44,113.55,34.29,47.82,30.12,252.89,92.8,123.79,64.25,110.56,90.5,80.7,849.08,702,1721,2596,4780.5,921.5,5107,4411,7010,1614,338.25,543.5,68.42,488.1,2080,2947,1648.5,1532,3340,3071,3859.5,202.2,1759,12.88,20.72,4.24,20.49,8.55,28.88,1.47,31.2,95.35,6.15
2017-03-05,25.44,113.55,34.29,47.82,30.12,252.89,92.8,123.79,64.25,110.56,90.5,80.7,849.08,702,1721,2596,4780.5,921.5,5107,4411,7010,1614,338.25,543.5,68.42,488.1,2080,2947,1648.5,1532,3340,3071,3859.5,202.2,1759,12.88,20.72,4.24,20.49,8.55,28.88,1.47,31.2,95.35,6.15
2017-03-06,25.25,113.17,34.19,48.32,30,252.01,91.92,123.71,64.27,109.63,90.37,80.72,847.27,699.5,1744,2589,4762,912.5,5082,4397,7020,1605,326.5,548.5,67.51,492.2,2112,2943,1644,1536,3270.5,3119,3876,202,1720,12.99,20.76,4.12,20.31,8.18,28.97,1.47,30.9,95.45,6.17
2017-03-07,25.21,111.81,34.2,47.72,29.86,250.9,91.41,123.83,64.4,109.32,90.29,79.95,851.15,705.5,1710,2600,4716.5,905.5,5108,4416,7005,1609,320,544,67.5,492.9,2118,2944,1639,1533,3289.5,3127,3916,202.4,1723,12.8,20.79,4.13,19.88,8.01,29.71,1.49,31.1,96,6.18
2017-03-08,25.26,109.61,34.02,45.91,29.8,250.24,91.21,124.1,64.99,109.3,90.14,78.1,853.64,723.5,1694,2610,4755.5,896.5,5102,4465,7000,1621,318.65,548,68.31,490.8,2119,2950,1636,1537,3261,3141,3901.5,203.55,1723,12.68,20.42,3.78,19.3,8.21,27.62,1.41,31.15,96.4,6.19
2017-03-09,25.26,109.61,34.02,45.91,29.8,250.24,91.21,124.1,64.99,109.3,90.14,78.1,853.64,726,1683,2620,4745.5,902,5097,4466,7005,1618,309.85,562.5,68.54,489.3,2116,2955,1630,1542,3194,3135,3928.5,203.15,1733,12.68,20.42,3.78,19.3,8.21,27.62,1.41,30.9,95.5,6.06
